,can,QED,logP,molWt,herg,drd3,fold,profile
712,Oc1ccc2CCC(CN3CCc4ccccc4C3)Oc2c1,0.923614667,3.1441,295.382,0,1,2,1
713,Oc1ccc2CCC(CNCc3ccccc3)Oc2c1,0.896470485,2.8756,269.344,0,1,2,1
714,Oc1ccc2CCC(Cc2c1)N(CCCC#N)CCCN3CCN(CC3)c4ccccc4,0.60563862,4.06758,432.612,0,1,2,1
715,Oc1ccc2CCC(Cc2c1)N(CCCCN3CCN(CC3)c4cccc(Cl)c4Cl)CC#C,0.415862843,5.0939,486.487,0,1,2,1
716,Oc1ccc2CCC(Cc2c1)N(CCCCN3CCN(CC3)c4ccccc4)CC#C,0.522902767,3.7871,417.597,0,1,2,1
717,Oc1ccc2CCC(Cc2c1)N(CCCCNC(=O)c3ccccc3)CCCN4CCN(CC4)c5ccccc5,0.317730894,4.974,540.752,0,1,2,1
718,Oc1ccc2CCC(Cc2c1)N(CCCN3CCN(CC3)c4ccccc4)CCNC(=O)c5ccccc5,0.426636625,4.1938,512.698,0,1,2,1
719,Oc1ccc2CCC(Cc2c1)N(CCN3CCN(CC3)c4ccccc4)CC#C,0.769579143,3.0069,389.543,0,1,2,1
720,Oc1ccc2CCC(Cc2c1)N(CCN3CCN(CC3)c4ccccc4)CCc5cccs5,0.52768589,4.6779,461.675,0,1,2,1
721,Oc1ccc2CCC(Cc2c1)NC\C=C\I,0.83613175,2.7878,329.181,0,1,2,1
722,Oc1ccc2CCC3C(OCCN3CCc4cccs4)c2c1,0.942266137,3.3845,315.438,0,1,2,1
723,Oc1ccc2CC[C@@H](CN3CCc4ccccc4C3)Oc2c1,0.923614667,3.1441,295.382,0,1,2,1
724,Oc1ccc2CC[C@@H](CNCc3ccccc3)Oc2c1,0.896470485,2.8756,269.344,0,1,2,1
725,Oc1ccc2CC[C@H](CN3CCN(CC3)c4ccc(I)cc4)Oc2c1,0.726801467,3.5126,450.32,0,1,2,1
726,Oc1ccc2CC[C@H](CN3CCN(CC3)c4ccc(OCCF)cc4)Oc2c1,0.825751749,3.2563,386.467,0,1,2,1
727,Oc1ccc2CC[C@H](CN3CCc4ccccc4C3)Oc2c1,0.923614667,3.1441,295.382,0,1,2,1
728,Oc1ccc2CC[C@H](CNCCN3CCN(CC3)c4ccc(I)cc4)Oc2c1,0.478807991,3.1022,493.389,0,1,2,1
729,Oc1ccc2CC[C@H](CNCCN3CCN(CC3)c4ccc(OCCF)cc4)Oc2c1,0.598189718,2.8459,429.536,0,1,2,1
730,Oc1ccc2CC[C@H](CNCc3ccc(I)cc3)Oc2c1,0.779519196,3.4802,395.24,0,1,2,1
731,Oc1ccc2CC[C@H](CNCc3ccc(OCCCCF)cc3)Oc2c1,0.664562885,4.0041,359.441,0,1,2,1
732,Oc1ccc2CC[C@H](CNCc3cccc(I)c3)Oc2c1,0.779519196,3.4802,395.24,0,1,2,1
733,Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,0.896470485,2.8756,269.344,0,1,2,1
734,Oc1ccc2CC[C@H](CNCc3ccccc3I)Oc2c1,0.779519196,3.4802,395.24,0,1,2,1
735,Oc1ccc2CC[C@H](CNCc3ccccc3OCCCCF)Oc2c1,0.664562885,4.0041,359.441,0,1,2,1
736,Oc1ccc2C[C@H]3NCCc4cccc(c34)c2c1O,0.632264516,2.5077,253.301,0,1,2,1
737,Oc1ccc2OC[C@H](CNCc3ccccc3)Oc2c1,0.895759562,2.3218,271.316,0,1,2,1
738,Oc1ccc2[C@@H]3CCCN(CCCCNC(=O)c4ccc(cc4)c5ccccc5)[C@H]3CCc2c1,0.446168749,5.7636,454.614,0,1,2,1
739,Oc1ccc2[C@@H]3CCN(CCCCNC(=O)c4ccc(cc4)c5ccccc5)[C@H]3CCc2c1,0.485568963,5.3735,440.587,0,1,2,1
740,Oc1ccc2[C@@H]3CNCC[C@H]3[C@@H](Cc2c1O)c4ccccc4,0.708511507,3.1308,295.382,0,1,2,1
741,Oc1ccc2[nH]c(cc2c1)C(=O)NC\C=C\CN3CCN(CC3)c4ccccc4OCCF,0.43418712,3.33,452.53,0,1,2,1
742,Oc1ccc2[nH]cc(C3CCN(CCCCCNC(=O)\C=C\c4ccc(Cl)c(Cl)c4)CC3)c2c1,0.236645804,6.3596,500.47,0,1,2,1
743,Oc1ccc2[nH]cc(CCCCN3CCC(=CC3)c4ccccc4)c2c1,0.617576519,4.9855,346.474,0,1,2,1
744,Oc1ccc2cc(\C=C\C(=O)NCCCCN3CCc4ccc(OS(=O)(=O)C(F)(F)F)cc4C3)ccc2n1,0.178797186,4.1367,549.571,0,1,2,1
745,Oc1ccc2ccc(cc2n1)C(=O)N[C@@H]3CC[C@@H](CCN4CCc5ccc(cc5CC4)C#N)CC3,0.571652131,4.59158,468.601,0,1,2,1
746,Oc1cccc(CCN(CCc2ccccc2)CC3CC3)c1,0.798412967,3.8894,295.426,0,1,2,1
747,Oc1cccc(CCN(CCc2ccccc2)CC3CCC3)c1,0.786522141,4.2795,309.453,0,1,2,1
748,Oc1cccc(OCCNCc2ccccc2)c1,0.766101358,2.5608,243.306,0,1,2,1
749,Oc1cccc(c1)C2CNCCO2,0.676803556,1.0531,179.219,0,1,2,1
750,Oc1cccc(c1)N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2,0.588118474,3.8776,403.526,0,1,2,1
751,Oc1cccc(c1)N2CCN(CCN3CCC(CC3)C(F)(F)F)C2=O,0.901389097,2.9085,357.376,0,1,2,1
752,Oc1cccc(c1)N2CCN(Cc3ccccc3)CC2,0.926921056,2.7144,268.36,0,1,2,1
753,Oc1cccc2[C@@H]3CCCN(CCCCNC(=O)c4ccc(cc4)c5ccccc5)[C@H]3CCc12,0.446168749,5.7636,454.614,0,1,2,1
754,Oc1cccc2[C@@H]3CCN(CCCCNC(=O)c4ccc(cc4)c5ccccc5)[C@H]3CCc12,0.485568963,5.3735,440.587,0,1,2,1
755,Oc1cccc2[C@H]3CCCN(CCCCNC(=O)c4ccc(cc4)c5ccccc5)[C@@H]3CCc12,0.446168749,5.7636,454.614,0,1,2,1
756,Oc1ccccc1C(=O)NC\C=C\CN2CCN(CC2)c3cccc(Cl)c3Cl,0.698434574,3.8072,420.34,0,1,2,1
757,Oc1ccccc1N2CCN(CCCCNC(=O)c3ccc4ccccc4c3)CC2,0.588118474,3.8776,403.526,0,1,2,1
758,Oc1ccccc1OCCNCC2COCC(O2)(c3ccccc3)c4ccccc4,0.559606537,3.7198,405.494,0,1,2,1
759,Oc1ccccc1OCCNCc2ccccc2,0.766101358,2.5608,243.306,0,1,2,1
760,Oc1nc(cn1C2CCN(Cc3ccccc3)CC2)c4ccccc4,0.781609352,4.0928,333.435,0,1,2,1
761,Oc1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,0.611011823,3.0905,317.776,0,1,2,1
762,Oc1nc2c(OCCNCc3ccccc3)cccc2[nH]1,0.607679683,2.4371,283.331,0,1,2,1
763,Oc1nc2c(cccc2[nH]1)N3CCN(Cc4ccccc4)CC3,0.780724351,2.5907,308.385,0,1,2,1
764,Oc1nc2c3OC(CNCc4ccccc4)CCc3ccc2[nH]1,0.692899392,2.7519,309.369,0,1,2,1
765,Oc1nc2c3O[C@@H](CNCc4ccccc4)CCc3ccc2[nH]1,0.692899392,2.7519,309.369,0,1,2,1
766,Oc1nc2c3O[C@H](CNCc4ccccc4)CCc3ccc2[nH]1,0.692899392,2.7519,309.369,0,1,2,1
767,Oc1nc2ccccc2n1C3CCN(CCCC(=O)c4ccc(F)cc4)CC3,0.650960246,4.181,381.451,0,1,2,1
768,S(Sc1nc2ccccc2s1)c3nc4ccccc4s3,0.44906442,5.7054,332.5,0,1,2,1
769,Sc1nc2c(OCCNCc3ccccc3)cc(Cl)cc2[nH]1,0.476268413,3.6736,333.844,0,1,2,1
770,Sc1nc2c(OCCNCc3ccccc3)cccc2[nH]1,0.484255997,3.0202,299.399,0,1,2,1
771,[O-][N+](=O)c1ccc(OCCNCCCOc2ccccc2)cc1,0.414183201,3.0323,316.357,0,1,2,1
772,[O-][N+](=O)c1ccc(cc1)C(=O)NC\C=C\CN2CCN(CC2)c3cccc(Cl)c3Cl,0.392754187,4.0098,449.338,0,1,2,1
773,[O-][N+](=O)c1ccc(cc1)n2cc(nn2)C(=O)NCCCCN3CCN(CC3)c4cccc(Cl)c4Cl,0.260683659,3.8145,518.405,0,1,2,1
774,[O-][N+](=O)c1ccc2c(nsc2c1)N3CCN(CC[C@@H]4CC[C@H](CC4)NC(=O)c5occc5)CC3,0.394571661,4.2984,483.594,0,1,2,1
775,[O-][N+](=O)c1cccc(c1)C(=O)NC\C=C\CN2CCN(CC2)c3cccc(Cl)c3Cl,0.392754187,4.0098,449.338,0,1,2,1
776,[O-][N+](=O)c1cccc(c1)c2cc(CCCCN3CCN(CC3)C(c4ccccc4)c5ccccc5)on2,0.1527342,5.9797,496.611,0,1,2,1
777,[O-][N+](=O)c1cccc(c1)c2cc(CCCCN3CCN(CC3)c4ccccc4)on2,0.313623225,4.3947,406.486,0,1,2,1
778,[O-][N+](=O)c1ccccc1C(=O)NC\C=C\CN2CCN(CC2)c3cccc(Cl)c3Cl,0.392754187,4.0098,449.338,0,1,2,1
779,[O-][N+]1(C\C=C\CNC(=O)c2ccc(cc2)c3ccccn3)CCN(CC1)c4cccc(Cl)c4Cl,0.27773838,5.1762,497.426,0,1,2,1
780,[O-][S+](CCCN1CCC(CC1)c2ccc(Cl)cc2)c3ccc(F)cc3,0.669993006,4.8564,379.928,0,1,2,1
781,[O-][S+](CCCN1CCc2ccccc2C1)c3ccc(F)cc3,0.79034466,3.3817,317.429,0,1,2,1
782,[O-][n+]1ccccc1c2ccc(cc2)C(=O)NC\C=C\CN3CCN(CC3)c4cccc(Cl)c4Cl,0.298740711,4.402,497.426,0,1,2,1
